SHOP_WEEK;SHOP_DATE;SHOP_WEEKDAY;SHOP_HOUR;QUANTITY;PROD_CODE;PROD_CODE_10;PROD_CODE_20;PROD_CODE_30;PROD_CODE_40;CUST_CODE;seg_1;seg_2;BASKET_ID;BASKET_SIZE;BASKET_PRICE_SENSITIVITY;BASKET_DOMINANT_MISSION;STORE_CODE;STORE_FORMAT;STORE_REGION;SPEND;BASKET_TYPE;SHOP_HOUR_GROUP
200748;2008-01-23;Wednesday;16;1;PRD0903241;CL00103;DEP00035;G00010;D00003;CUST0000072286;CT;BU;994109400203897;S;UM;Fresh;STORE02206;XLS;S02;0,47;Small Shop;Evening
200725;2007-08-17;Friday;13;1;PRD0902648;CL00111;DEP00039;G00010;D00003;;;;994107100013828;L;UM;Mixed;STORE00076;LS;N02;0,63;Full Shop;Evening
200804;2008-03-20;Thursday;9;1;PRD0904585;CL00072;DEP00021;G00007;D00002;CUST0000723449;CT;DI;994110200617819;L;LA;Fresh;STORE02824;LS;N02;1,65;Full Shop;Afternoon
200624;2006-08-07;Monday;12;1;PRD0902981;CL00100;DEP00033;G00009;D00002;CUST0000499219;CT;FN;994101800473886;M;UM;Fresh;STORE02053;LS;N02;3,34;Top Up;Afternoon
200638;2006-11-13;Monday;15;1;PRD0904358;CL00063;DEP00019;G00007;D00002;;;;994103200097748;S;MM;Fresh;STORE01508;MS;N03;1,54;Small Shop;Evening
200713;2007-05-27;Sunday;20;1;PRD0900967;CL00202;DEP00067;G00021;D00005;CUST0000550610;CT;AT;994105900535906;L;MM;Mixed;STORE01112;LS;N03;0,55;Top Up;Night
200632;2006-10-08;Sunday;20;1;PRD0904158;CL00070;DEP00020;G00007;D00002;CUST0000560748;CT;CZ;994102600517987;L;MM;Fresh;STORE02858;LS;W03;0,43;Full Shop;Night
200608;2006-04-18;Tuesday;18;1;PRD0900239;CL00023;DEP00008;G00004;D00002;CUST0000632873;CT;BU;994100200538475;L;UM;Fresh;STORE01667;XLS;S01;0,75;Top Up;Evening
200746;2008-01-13;Sunday;11;1;PRD0903779;CL00001;DEP00001;G00001;D00001;CUST0000269008;CT;FN;994109200325486;L;LA;Fresh;STORE01417;LS;W02;0,96;Full Shop;Afternoon
200639;2006-11-26;Sunday;16;3;PRD0901732;CL00084;DEP00023;G00007;D00002;CUST0000306704;AZ;DI;994103300356396;L;MM;Mixed;STORE02674;LS;W01;6,42;Full Shop;Evening
200745;2008-01-02;Wednesday;13;1;PRD0904546;CL00207;DEP00069;G00022;D00005;;;;994109100145513;L;MM;Grocery;STORE01064;MS;N01;1,89;Top Up;Evening
200617;2006-06-19;Monday;16;1;PRD0904424;CL00105;DEP00036;G00010;D00003;CUST0000782364;CT;DI;994101100655687;L;MM;Mixed;STORE01719;LS;W03;0,55;Full Shop;Evening
200813;2008-05-21;Wednesday;17;1;PRD0901977;CL00198;DEP00067;G00021;D00005;CUST0000730409;AZ;BU;994111100642543;M;LA;Mixed;STORE02889;LS;W01;1,42;Top Up;Evening
200752;2008-02-23;Saturday;9;1;PRD0901527;CL00199;DEP00067;G00021;D00005;CUST0000496434;CT;BU;994109800492105;L;LA;Mixed;STORE00648;LS;E02;0,15;Full Shop;Afternoon
200616;2006-06-16;Friday;8;1;PRD0902751;CL00201;DEP00067;G00021;D00005;CUST0000147149;BG;DI;994101000262390;L;UM;Mixed;STORE01007;XLS;W01;3,26;Full Shop;Afternoon
200638;2006-11-17;Friday;20;1;PRD0904970;CL00025;DEP00008;G00004;D00002;CUST0000177369;BG;CZ;994103200271950;L;MM;Fresh;STORE02829;LS;N02;2,06;Top Up;Night
200634;2006-10-19;Thursday;15;1;PRD0900087;CL00138;DEP00048;G00013;D00003;CUST0000123128;AZ;EQ;994102800239889;L;LA;Fresh;STORE01152;LS;S03;0,57;Full Shop;Evening
200801;2008-03-02;Sunday;16;1;PRD0901276;CL00002;DEP00001;G00001;D00001;;;;994109900028881;M;UM;Mixed;STORE02683;MS;S01;0,81;Small Shop;Evening
200642;2006-12-15;Friday;13;1;PRD0904887;CL00041;DEP00011;G00004;D00002;CUST0000793697;CT;FN;994103600675769;L;MM;Fresh;STORE02847;LS;N01;1,02;Top Up;Evening
200631;2006-09-26;Tuesday;16;1;PRD0900121;CL00063;DEP00019;G00007;D00002;CUST0000075784;AZ;CZ;994102500215086;L;MM;Fresh;STORE00542;MS;N02;0,98;Top Up;Evening
200620;2006-07-16;Sunday;20;1;PRD0901834;CL00073;DEP00021;G00007;D00002;CUST0000826642;CT;DI;994101400691233;L;MM;Fresh;STORE01534;MS;W02;0,67;Full Shop;Night
200740;2007-12-02;Sunday;11;3;PRD0900121;CL00063;DEP00019;G00007;D00002;CUST0000826334;CT;CZ;994108600708131;L;MM;Fresh;STORE01974;LS;N01;2,94;Top Up;Afternoon
200616;2006-06-14;Wednesday;19;5;PRD0902880;CL00119;DEP00043;G00012;D00003;CUST0000826334;CT;CZ;994101000697466;M;LA;Grocery;STORE01974;LS;N01;1,3;Top Up;Night
200628;2006-09-06;Wednesday;17;3;PRD0903823;CL00140;DEP00049;G00014;D00003;CUST0000948142;BG;EQ;994102200770978;L;MM;Fresh;STORE00758;MS;N01;4,41;Full Shop;Evening
200725;2007-08-14;Tuesday;12;1;PRD0901982;CL00231;DEP00081;G00027;D00008;CUST0000791753;CT;DI;994107100682980;S;MM;Grocery;STORE02697;LS;W01;2,25;Small Shop;Afternoon
200814;2008-05-31;Saturday;13;1;PRD0900321;CL00070;DEP00020;G00007;D00002;CUST0000614273;BG;CZ;994111200567069;M;UM;Fresh;STORE01423;XLS;E03;1,08;Small Shop;Evening
200732;2007-10-07;Sunday;20;3;PRD0902675;CL00073;DEP00021;G00007;D00002;CUST0000338496;BG;DI;994107800388325;L;MM;Fresh;STORE01819;LS;W03;3,48;Full Shop;Night
200746;2008-01-10;Thursday;8;1;PRD0904358;CL00063;DEP00019;G00007;D00002;CUST0000161104;CT;;994109200258554;L;MM;Fresh;STORE02003;LS;E02;1,54;Top Up;Afternoon
200808;2008-04-16;Wednesday;17;1;PRD0903074;CL00045;DEP00011;G00004;D00002;CUST0000185824;CT;DI;994110600288131;L;MM;Mixed;STORE02705;MS;N01;1,01;Full Shop;Evening
200808;2008-04-18;Friday;8;1;PRD0901837;CL00157;DEP00053;G00016;D00003;;;;994110600026025;L;LA;Fresh;STORE00812;LS;N03;0,37;Top Up;Afternoon
200643;2006-12-18;Monday;17;1;PRD0904569;CL00130;DEP00047;G00013;D00003;CUST0000892129;AZ;EQ;994103700861170;L;LA;Mixed;STORE01386;LS;E01;0,6;Full Shop;Evening
200727;2007-09-01;Saturday;13;1;PRD0900215;CL00129;DEP00046;G00013;D00003;CUST0000334087;CT;BU;994107300389854;L;UM;Fresh;STORE00290;MS;E01;0,71;Full Shop;Evening
200608;2006-04-18;Tuesday;9;1;PRD0904896;CL00003;DEP00002;G00001;D00001;CUST0000375845;BG;BU;994100200382339;M;UM;Fresh;STORE02410;LS;N01;0,49;Small Shop;Afternoon
200731;2007-09-26;Wednesday;15;1;PRD0903993;CL00045;DEP00011;G00004;D00002;;;;994107700017941;L;MM;Mixed;STORE00535;LS;E03;1,8;Top Up;Evening
200703;2007-03-12;Monday;14;1;PRD0900513;CL00163;DEP00055;G00016;D00003;CUST0000577585;AZ;FN;994104900547518;L;LA;Fresh;STORE01375;XLS;E02;1,23;Full Shop;Evening
200647;2007-01-16;Tuesday;10;1;PRD0904975;CL00163;DEP00055;G00016;D00003;CUST0000256030;CT;AT;994104100314731;L;LA;Grocery;STORE01528;LS;W03;0,68;Top Up;Afternoon
200816;2008-06-12;Thursday;10;1;PRD0903999;CL00067;DEP00019;G00007;D00002;CUST0000017853;AZ;BU;994111400180006;L;UM;Mixed;STORE01066;LS;S01;1,26;Top Up;Afternoon
200813;2008-05-25;Sunday;12;1;PRD0903959;CL00159;DEP00054;G00016;D00003;CUST0000037033;BG;BU;994111100192082;L;MM;Mixed;STORE00470;LS;S01;0,8;Top Up;Afternoon
200609;2006-04-25;Tuesday;21;4;PRD0901872;CL00020;DEP00005;G00003;D00001;;;;994100300008203;M;MM;Fresh;STORE01711;LS;W01;1,8;Small Shop;Night
200652;2007-02-23;Friday;16;1;PRD0904345;CL00098;DEP00031;G00008;D00002;CUST0000266720;AZ;BU;994104600328835;L;LA;Fresh;STORE02450;LS;N02;0,96;Full Shop;Evening
200651;2007-02-15;Thursday;13;1;PRD0900385;CL00036;DEP00009;G00004;D00002;;;;994104500010758;L;UM;Fresh;STORE02450;LS;N02;0,8;Full Shop;Evening
200612;2006-05-18;Thursday;21;3;PRD0904461;CL00024;DEP00008;G00004;D00002;;;;994100600023151;M;UM;Fresh;STORE00604;XLS;N03;5,46;Small Shop;Night
200617;2006-06-23;Friday;12;1;PRD0904914;CL00212;DEP00070;G00022;D00005;;;;994101100079082;L;MM;Mixed;STORE02456;MS;E02;2,82;Full Shop;Afternoon
200731;2007-09-24;Monday;21;1;PRD0901214;CL00070;DEP00020;G00007;D00002;;;;994107700045796;L;UM;Fresh;STORE02603;LS;W01;1,33;Top Up;Night
200648;2007-01-23;Tuesday;10;5;PRD0902454;CL00069;DEP00020;G00007;D00002;CUST0000151941;CT;BU;994104200255320;L;MM;Fresh;STORE00616;MS;N03;3,95;Full Shop;Afternoon
200612;2006-05-18;Thursday;14;1;PRD0903032;CL00160;DEP00054;G00016;D00003;CUST0000213511;BG;BU;994100600292982;M;UM;Fresh;STORE01354;LS;E03;1,14;Small Shop;Evening
200737;2007-11-11;Sunday;20;3;PRD0902316;CL00201;DEP00067;G00021;D00005;CUST0000736000;BG;BU;994108300645773;L;UM;Fresh;STORE01711;LS;W01;9,39;Top Up;Night
200627;2006-08-30;Wednesday;14;3;PRD0900382;CL00235;DEP00083;G00028;D00008;CUST0000968719;CT;BU;994102100768076;M;LA;Mixed;STORE00753;MS;N01;7,29;Top Up;Evening
200725;2007-08-13;Monday;11;3;PRD0903627;CL00079;DEP00022;G00007;D00002;CUST0000262004;CT;;994107100341167;L;MM;Mixed;STORE02206;XLS;S02;3,75;Full Shop;Afternoon
200709;2007-04-25;Wednesday;21;1;PRD0903423;CL00002;DEP00001;G00001;D00001;CUST0000770931;CT;DI;994105500669632;L;MM;Fresh;STORE02751;MS;N01;0,83;Top Up;Night
200738;2007-11-18;Sunday;18;1;PRD0902987;CL00021;DEP00006;G00003;D00001;CUST0000812474;AZ;AT;994108400699041;L;MM;Fresh;STORE01502;MS;S01;0,35;Full Shop;Evening
200726;2007-08-26;Sunday;16;1;PRD0903984;CL00159;DEP00054;G00016;D00003;CUST0000839097;AZ;AT;994107200730460;L;LA;Fresh;STORE01665;MS;W02;0,95;Top Up;Evening
200724;2007-08-10;Friday;11;1;PRD0900281;CL00129;DEP00046;G00013;D00003;CUST0000320463;CT;BU;994107000383702;L;LA;Fresh;STORE02456;MS;E02;0,59;Small Shop;Afternoon
200731;2007-09-28;Friday;8;1;PRD0900111;CL00085;DEP00024;G00007;D00002;;;;994107700089112;L;MM;Fresh;STORE02320;MS;E03;4,84;Top Up;Afternoon
200717;2007-06-20;Wednesday;16;1;PRD0902785;CL00108;DEP00037;G00010;D00003;CUST0000949138;BG;CZ;994106300787750;M;UM;Mixed;STORE00059;MS;W02;1,47;Top Up;Evening
200744;2007-12-24;Monday;21;1;PRD0901887;CL00063;DEP00019;G00007;D00002;CUST0000349908;AZ;CZ;994109000286773;M;MM;Fresh;STORE00491;SS;W02;0,86;Top Up;Night
200622;2006-07-27;Thursday;13;3;PRD0900147;CL00101;DEP00034;G00010;D00003;CUST0000385401;CT;CZ;994101600424380;L;UM;Fresh;STORE01501;MS;W02;2,01;Top Up;Evening
200710;2007-05-04;Friday;18;3;PRD0900675;CL00148;DEP00052;G00015;D00003;CUST0000932536;AZ;CZ;994105600781211;L;LA;Mixed;STORE00222;LS;N01;2,46;Top Up;Evening
200810;2008-05-03;Saturday;18;1;PRD0904252;CL00093;DEP00028;G00008;D00002;CUST0000134597;AZ;FN;994110800255549;L;LA;Mixed;STORE02450;LS;N02;0,59;Top Up;Evening
200709;2007-04-25;Wednesday;15;1;PRD0900385;CL00036;DEP00009;G00004;D00002;CUST0000509289;BG;DI;994105500499675;L;UM;Fresh;STORE02476;LS;N03;0,8;Top Up;Evening
200733;2007-10-12;Friday;13;3;PRD0903779;CL00001;DEP00001;G00001;D00001;CUST0000442121;CT;BU;994107900451658;L;UM;Fresh;STORE00884;LS;N03;2,88;Full Shop;Evening
200633;2006-10-10;Tuesday;18;1;PRD0901647;CL00010;DEP00003;G00002;D00001;;;;994102700044352;L;LA;Fresh;STORE00892;SS;E01;2,21;Full Shop;Evening
200707;2007-04-13;Friday;14;1;PRD0900658;CL00141;DEP00049;G00014;D00003;CUST0000711547;AZ;FN;994105300614787;M;LA;Mixed;STORE00402;LS;S02;0,73;Top Up;Evening
200738;2007-11-13;Tuesday;21;1;PRD0903052;CL00031;DEP00008;G00004;D00002;CUST0000566105;CT;;994108400536181;L;MM;Grocery;STORE00697;MS;N03;0,73;Full Shop;Night
200642;2006-12-17;Sunday;13;1;PRD0901265;CL00030;DEP00008;G00004;D00002;CUST0000110181;AZ;FN;994103600228634;L;MM;Mixed;STORE02370;SS;E03;2,32;Top Up;Evening
200734;2007-10-16;Tuesday;21;1;PRD0901887;CL00063;DEP00019;G00007;D00002;CUST0000236586;CT;BU;994108000317242;M;MM;Fresh;STORE01600;LS;W02;0,86;Small Shop;Night
200709;2007-04-28;Saturday;12;1;PRD0902692;CL00201;DEP00067;G00021;D00005;;;;994105500001898;M;LA;Nonfood;STORE01490;LS;E01;1,35;Small Shop;Afternoon
200812;2008-05-13;Tuesday;17;1;PRD0904393;CL00087;DEP00025;G00008;D00002;CUST0000422727;CT;CZ;994111000442580;L;MM;Mixed;STORE02824;LS;N02;1,79;Top Up;Evening
200608;2006-04-19;Wednesday;20;1;PRD0901878;CL00043;DEP00011;G00004;D00002;CUST0000085097;BG;CZ;994100200206565;L;MM;Fresh;STORE00290;MS;E01;0,4;Top Up;Night
200713;2007-05-24;Thursday;15;1;PRD0904432;CL00233;DEP00083;G00028;D00008;CUST0000938085;BG;;994105900792717;S;UM;Grocery;STORE00765;LS;E01;3,08;Small Shop;Evening
200636;2006-11-04;Saturday;21;1;PRD0901813;CL00163;DEP00055;G00016;D00003;CUST0000106759;CT;AT;994103000233436;L;UM;Fresh;STORE00871;LS;W02;0,91;Top Up;Night
200619;2006-07-06;Thursday;19;1;PRD0900196;CL00070;DEP00020;G00007;D00002;CUST0000466504;BG;AT;994101300460108;L;UM;Fresh;STORE02692;LS;N01;0,64;Top Up;Night
200819;2008-07-01;Tuesday;18;1;PRD0904200;CL00198;DEP00067;G00021;D00005;CUST0000912335;CT;DI;994111700761633;S;MM;Nonfood;STORE00006;LS;S01;0,45;Small Shop;Evening
200701;2007-03-01;Thursday;12;3;PRD0901975;CL00102;DEP00034;G00010;D00003;CUST0000385209;CT;AT;994104700409886;L;MM;Mixed;STORE00893;SS;W01;1,92;Top Up;Afternoon
200618;2006-06-26;Monday;18;1;PRD0904358;CL00063;DEP00019;G00007;D00002;CUST0000999480;CT;;994101200805072;L;LA;Fresh;STORE00377;LS;W03;1,54;Full Shop;Evening
200737;2007-11-05;Monday;17;1;PRD0903052;CL00031;DEP00008;G00004;D00002;CUST0000422123;CT;DI;994108300439798;M;UM;Fresh;STORE00319;LS;E03;0,9;Small Shop;Evening
200619;2006-07-07;Friday;13;1;PRD0900799;CL00169;DEP00056;G00017;D00004;;;;994101300115801;L;MM;Fresh;STORE00811;MS;S03;1,21;Full Shop;Evening
200632;2006-10-02;Monday;8;1;PRD0904181;CL00134;DEP00047;G00013;D00003;CUST0000190913;BG;AT;994102600285039;M;UM;Fresh;STORE00460;LS;W01;1,06;Top Up;Afternoon
200641;2006-12-10;Sunday;15;1;PRD0902993;CL00002;DEP00001;G00001;D00001;CUST0000375139;BG;CZ;994103500395452;L;UM;Fresh;STORE02506;LS;S01;1,47;Top Up;Evening
200819;2008-07-06;Sunday;20;1;PRD0901135;CL00002;DEP00001;G00001;D00001;CUST0000688985;CT;EQ;994111700615550;L;MM;Mixed;STORE01125;MS;S02;1,03;Top Up;Night
200804;2008-03-21;Friday;9;1;PRD0901091;CL00058;DEP00016;G00006;D00002;CUST0000834557;CT;DI;994110200688098;M;LA;Mixed;STORE00011;MS;W03;2,41;Top Up;Afternoon
200638;2006-11-19;Sunday;16;3;PRD0903569;CL00079;DEP00022;G00007;D00002;CUST0000511233;CT;BU;994103200485292;L;MM;Fresh;STORE01546;LS;W02;6,54;Full Shop;Evening
200731;2007-09-29;Saturday;14;1;PRD0900820;CL00067;DEP00019;G00007;D00002;CUST0000657039;BG;BU;994107700601636;M;UM;Fresh;STORE01342;LS;N02;1,45;Small Shop;Evening
200645;2007-01-02;Tuesday;20;3;PRD0902455;CL00096;DEP00030;G00008;D00002;CUST0000892146;AZ;BU;994103900637419;M;MM;Fresh;STORE02710;LS;E02;6,15;Small Shop;Night
200609;2006-04-28;Friday;13;1;PRD0904148;CL00110;DEP00039;G00010;D00003;CUST0000341273;BG;AT;994100300373202;L;UM;Fresh;STORE01266;LS;S03;0,56;Full Shop;Evening
200743;2007-12-23;Sunday;21;3;PRD0903124;CL00033;DEP00008;G00004;D00002;CUST0000215021;AZ;DI;994108900340646;L;MM;Mixed;STORE02546;LS;W02;4,59;Full Shop;Night
200643;2006-12-18;Monday;18;1;PRD0901714;CL00049;DEP00012;G00004;D00002;CUST0000233881;BG;DI;994103700369482;L;UM;Fresh;STORE00398;LS;N03;1,43;Full Shop;Evening
200716;2007-06-12;Tuesday;17;1;PRD0900302;CL00037;DEP00010;G00004;D00002;CUST0000722484;AZ;BU;994106200646902;L;MM;Fresh;STORE02499;SS;S01;0,96;Full Shop;Evening
200706;2007-04-08;Sunday;10;1;PRD0900614;CL00162;DEP00055;G00016;D00003;CUST0000420565;CT;BU;994105200433236;S;LA;Grocery;STORE02357;LS;W02;1,09;Small Shop;Afternoon
200646;2007-01-10;Wednesday;12;1;PRD0903366;CL00076;DEP00022;G00007;D00002;CUST0000006755;BG;CZ;994104000159077;L;MM;Fresh;STORE01614;LS;S02;1,62;Top Up;Afternoon
200643;2006-12-23;Saturday;20;1;PRD0901223;CL00103;DEP00035;G00010;D00003;CUST0000942133;CT;CZ;994103700898988;L;MM;Mixed;STORE00725;LS;S03;0,16;Full Shop;Night
200737;2007-11-10;Saturday;15;1;PRD0902589;CL00070;DEP00020;G00007;D00002;CUST0000180649;CT;DI;994108300281078;L;LA;Fresh;STORE01968;LS;N01;1,33;Top Up;Evening
200617;2006-06-22;Thursday;11;1;PRD0903773;CL00159;DEP00054;G00016;D00003;CUST0000636795;BG;DI;994101100564476;L;UM;Fresh;STORE01989;LS;S01;0,53;Full Shop;Afternoon
200626;2006-08-27;Sunday;14;1;PRD0904867;CL00157;DEP00053;G00016;D00003;CUST0000079300;BG;AT;994102000213722;M;MM;Fresh;STORE00282;SS;W03;0,66;Top Up;Evening
200628;2006-09-08;Friday;13;1;PRD0903089;CL00111;DEP00039;G00010;D00003;CUST0000770379;CT;DI;994102200656557;M;MM;Mixed;STORE00216;MS;W01;0,73;Top Up;Evening
200814;2008-05-28;Wednesday;16;1;PRD0904723;CL00024;DEP00008;G00004;D00002;;;;994111200106972;L;UM;Fresh;STORE00729;XLS;W03;2,23;Top Up;Evening
200621;2006-07-21;Friday;14;1;PRD0904976;CL00040;DEP00010;G00004;D00002;CUST0000829336;BG;CZ;994101500720212;L;UM;Fresh;STORE02705;MS;N01;1,49;Top Up;Evening
200720;2007-07-14;Saturday;8;1;PRD0904183;CL00007;DEP00003;G00002;D00001;CUST0000247537;AZ;DI;994106600336976;L;MM;Fresh;STORE00011;MS;W03;1,39;Full Shop;Afternoon
200648;2007-01-27;Saturday;20;1;PRD0901407;CL00148;DEP00052;G00015;D00003;;;;994104200111723;L;LA;Mixed;STORE00994;MS;N02;0,34;Top Up;Night
200732;2007-10-06;Saturday;15;1;PRD0903896;CL00047;DEP00012;G00004;D00002;CUST0000469080;BG;DI;994107800473115;L;MM;Fresh;STORE00140;LS;W02;0,71;Top Up;Evening
200804;2008-03-17;Monday;17;1;PRD0901619;CL00058;DEP00016;G00006;D00002;CUST0000032908;CT;BU;994110200182323;L;LA;Mixed;STORE00688;MS;S02;2,59;Full Shop;Evening
200616;2006-06-14;Wednesday;20;1;PRD0900830;CL00043;DEP00011;G00004;D00002;CUST0000191031;AZ;BU;994101000290502;L;LA;Mixed;STORE00441;LS;N01;0,97;Top Up;Night
200813;2008-05-24;Saturday;21;1;PRD0900830;CL00043;DEP00011;G00004;D00002;CUST0000117977;CT;DI;994111100245086;L;MM;Mixed;STORE02696;LS;W02;0,97;Top Up;Night
200614;2006-05-31;Wednesday;14;1;PRD0901464;CL00161;DEP00054;G00016;D00003;;;;994100800056061;M;MM;Grocery;STORE01336;LS;N03;2,17;Small Shop;Evening
200703;2007-03-17;Saturday;21;11;PRD0900121;CL00063;DEP00019;G00007;D00002;;;;994104900134284;L;MM;Mixed;STORE01768;SS;E01;10,78;Full Shop;Night
200728;2007-09-05;Wednesday;18;1;PRD0901769;CL00007;DEP00003;G00002;D00001;CUST0000807566;AZ;EQ;994107400702921;L;LA;Mixed;STORE02487;LS;E01;1,06;Full Shop;Evening
200741;2007-12-03;Monday;21;1;PRD0900603;CL00018;DEP00005;G00003;D00001;;;;994108700031267;M;LA;Fresh;STORE01226;LS;E01;1,34;Top Up;Night
200725;2007-08-16;Thursday;13;1;PRD0900775;CL00163;DEP00055;G00016;D00003;CUST0000403997;AZ;DI;994107100432528;S;MM;Grocery;STORE02156;LS;S01;0,13;Small Shop;Evening
200705;2007-03-27;Tuesday;21;1;PRD0903754;CL00025;DEP00008;G00004;D00002;CUST0000776537;AZ;AT;994105100670818;L;MM;Fresh;STORE01266;LS;S03;2,11;Top Up;Night
200629;2006-09-11;Monday;17;1;PRD0902165;CL00195;DEP00067;G00021;D00005;CUST0000002007;CT;BU;994102300165838;L;LA;Fresh;STORE00690;MS;N03;2,72;Top Up;Evening
200703;2007-03-15;Thursday;11;1;PRD0903588;CL00218;DEP00073;G00023;D00005;;;;994104900139786;S;MM;Mixed;STORE01955;MS;W03;0,67;Small Shop;Afternoon
200622;2006-07-29;Saturday;14;1;PRD0901122;CL00005;DEP00002;G00001;D00001;CUST0000388527;CT;EQ;994101600426252;M;UM;Fresh;STORE00500;LS;N02;1,94;Top Up;Evening
200746;2008-01-11;Friday;16;4;PRD0903795;CL00103;DEP00035;G00010;D00003;CUST0000276052;CT;DI;994109200329922;L;MM;Fresh;STORE02312;LS;E03;1,76;Full Shop;Evening
200644;2006-12-25;Monday;15;3;PRD0904098;CL00067;DEP00019;G00007;D00002;;;;994103800048870;L;MM;Fresh;STORE01892;MS;S01;3,12;Top Up;Evening
200647;2007-01-16;Tuesday;20;1;PRD0904115;CL00010;DEP00003;G00002;D00001;CUST0000806370;CT;DI;994104100655395;L;UM;Mixed;STORE02705;MS;N01;2,16;Top Up;Night
200801;2008-03-01;Saturday;21;1;PRD0903127;CL00067;DEP00019;G00007;D00002;CUST0000458071;AZ;BU;994109900464559;L;LA;Fresh;STORE01226;LS;E01;1,46;Top Up;Night
200720;2007-07-12;Thursday;11;1;PRD0902569;CL00159;DEP00054;G00016;D00003;CUST0000180723;CT;BU;994106600293114;L;MM;Mixed;STORE02367;LS;E01;1,22;Top Up;Afternoon
200723;2007-08-01;Wednesday;14;1;PRD0901152;CL00140;DEP00049;G00014;D00003;CUST0000085988;AZ;DI;994106900235946;M;LA;Grocery;STORE02493;LS;E02;1,98;Top Up;Evening
200607;2006-04-13;Thursday;21;1;PRD0904311;CL00079;DEP00022;G00007;D00002;CUST0000699615;DY;BU;994100000000000;L;MM;Fresh;STORE00379;LS;N03;1,37;Full Shop;Night
200607;2006-04-11;Tuesday;19;1;PRD0904932;CL00076;DEP00022;G00007;D00002;;;;994100000000000;L;LA;Grocery;STORE01383;LS;S01;1,77;Top Up;Night
200650;2007-02-07;Wednesday;16;1;PRD0900534;CL00162;DEP00055;G00016;D00003;CUST0000213442;CT;AT;994104400299283;L;MM;Fresh;STORE00140;LS;W02;0,63;Full Shop;Evening
200744;2007-12-29;Saturday;13;1;PRD0902882;CL00029;DEP00008;G00004;D00002;CUST0000329236;CT;AT;994109000277039;L;LA;Fresh;STORE01346;LS;N02;2,51;Top Up;Evening
200817;2008-06-18;Wednesday;9;1;PRD0903052;CL00031;DEP00008;G00004;D00002;CUST0000997937;CT;FN;994111500816649;L;MM;Fresh;STORE00223;LS;N01;0,62;Top Up;Afternoon
200724;2007-08-11;Saturday;15;1;PRD0902944;CL00027;DEP00008;G00004;D00002;;;;994107000129455;L;LA;Mixed;STORE02254;LS;S02;2,03;Top Up;Evening
200726;2007-08-26;Sunday;13;1;PRD0900986;CL00151;DEP00052;G00015;D00003;CUST0000871054;CT;CZ;994107200751813;L;LA;Mixed;STORE00004;MS;E03;1,22;Full Shop;Evening
200623;2006-08-04;Friday;14;1;PRD0904505;CL00163;DEP00055;G00016;D00003;CUST0000462385;CT;DI;994101700456516;S;MM;Grocery;STORE02329;SS;W02;0,36;Small Shop;Evening
200719;2007-07-07;Saturday;14;1;PRD0904239;CL00202;DEP00067;G00021;D00005;CUST0000291179;CT;BU;994106500365034;L;MM;Mixed;STORE02852;MS;N03;2,97;Top Up;Evening
200733;2007-10-10;Wednesday;19;1;PRD0900436;CL00148;DEP00052;G00015;D00003;CUST0000031149;CT;EQ;994107900187670;L;MM;Fresh;STORE00276;LS;W01;0,42;Top Up;Night
200636;2006-11-01;Wednesday;13;1;PRD0900103;CL00207;DEP00069;G00022;D00005;CUST0000425755;CT;;994103000436241;M;LA;Mixed;STORE00402;LS;S02;0,18;Top Up;Evening
200713;2007-05-25;Friday;8;1;PRD0903297;CL00039;DEP00010;G00004;D00002;CUST0000970641;CT;DI;994105900814299;S;MM;Fresh;STORE00474;LS;S03;0,43;Small Shop;Afternoon
200614;2006-05-29;Monday;21;1;PRD0902148;CL00225;DEP00077;G00024;D00006;;;;994100800157186;M;MM;Grocery;STORE00159;SS;S03;5,77;Small Shop;Night
200717;2007-06-18;Monday;13;3;PRD0903393;CL00007;DEP00003;G00002;D00001;CUST0000056175;AZ;DI;994106300205841;L;LA;Mixed;STORE01051;MS;S02;2,73;Full Shop;Evening
200620;2006-07-14;Friday;19;1;PRD0904744;CL00164;DEP00055;G00016;D00003;CUST0000619710;AZ;DI;994101400560951;S;MM;Grocery;STORE00435;LS;W03;0,46;Small Shop;Night
200722;2007-07-23;Monday;14;1;PRD0902560;CL00002;DEP00001;G00001;D00001;;;;994106800099325;M;MM;Mixed;STORE02296;MS;S01;0,9;Top Up;Evening
200740;2007-12-02;Sunday;15;1;PRD0904920;CL00003;DEP00002;G00001;D00001;CUST0000108938;CT;BU;994108600234307;L;MM;Fresh;STORE01970;LS;N03;1,71;Full Shop;Evening
200720;2007-07-13;Friday;11;1;PRD0900942;CL00142;DEP00050;G00014;D00003;CUST0000078723;AZ;;994106600226222;M;LA;Grocery;STORE02367;LS;E01;0,31;Small Shop;Afternoon
200735;2007-10-23;Tuesday;11;1;PRD0904391;CL00148;DEP00052;G00015;D00003;CUST0000809268;BG;DI;994108100692875;L;UM;Fresh;STORE00278;LS;S02;0,78;Top Up;Afternoon
200733;2007-10-14;Sunday;21;1;PRD0904478;CL00002;DEP00001;G00001;D00001;;;;994107900154299;L;MM;Mixed;STORE00811;MS;S03;0,7;Full Shop;Night
200619;2006-07-07;Friday;18;3;PRD0902097;CL00076;DEP00022;G00007;D00002;;;;994101300060052;L;LA;Fresh;STORE00428;MS;W03;4,83;Top Up;Evening
